date,tweet,label
2021-03-24," nunca falei que todos sao lindos, inclusive disse que voce e feio ",
2021-03-24,mas nao foi vc q postou no ano passado ?,
2021-03-24,dps puxa,
2021-03-24,pior filme da vida!,
2021-03-24,as nossas fantasias funcionam para que encontremos um pouco do real...,
2021-03-24,"leitura do almocin, fundamentos da psicanalise ii (a fantasia).        ",
2021-03-24,"tem coisas que e simples, a gente que insiste em nao acreditar e la na frente... acaba doendo em dobro.   trecho do livro detox emocional      ",
2021-03-24,e ironico como os movimentos sociais sao interpretados nas redes sociais e principalmente no . as mesmas pessoas que xingaram a menina de ter feito um post   fizeram piada sobre  e pessoas com transtornos psicologicos no mes do  .,
2021-03-24,"pra quem nao sabe a cvv e o centro de valorizacao da vida, que conta com varios voluntarios prontos pra te ouvir e te dar o conforto que vc precisa e merece em momentos de fragilidade.",
2021-03-25,"  ligue-188 e o centro de valorizacao a vida! e procure um profissional da area um psicologo, psiquiatra, nao deixe chegar em ponto sem volta, e assista o primeiro flow do gau que vai dar uma boa motivada para sair da bed.",
2021-03-25,nao deixe que a depressao roube a vida da sua vida ate chegar ao ponto dela roubar a vida do seu corpo.,
2021-03-25,"socorro!! como esta a saude mental de voces? a minha esta um poco de lama, mesmo fazendo atividades para aliviar, nao esta facil    ",
2021-03-25,bom dia pra quem ja acordou com problemas da familia na mente chegando pelo zap. e nisso que eu vou focar depois que conseguir treinar minha mente conta os maus pensamentos.,
2021-03-25,4/35 de meditacao concluido,
2021-03-25,"quando a gente nao sabe o que quer de fato, fica dificil comunicar nossas necessidades aos outros e e bem provavel que a gente acabe se frustrando nas nossas relacoes. ",
2021-03-25,esse voce e esse eu. por que nesse mundo voce vence.,
2021-03-25,"nossa que dor de cabeca, e uma dor horrivel encima dos olhos e no pescoco. isso porque meu psicologico tambem nao ta bem   ",
2021-03-25,o ideal e que nada seja noticiado,
2021-03-25,"to ha quase duas semanas sem instagram, os efeitos sobre a mente tem sido satisfatorios, me sinto livre!   ",
2021-03-25,quando nos aprendemos que devemos nos preocupar cm a nossa s a u d e   m e n t a l em primeiro lugar notamos que ai sim estamos prontos para o mundo,
2021-03-26,sou muito fa de quem tem forcas pra falar de ansiedade/depressao sendo que voce mesmo passa por isso! motivar alguem a nao desistir mesmo quando voce quer fazer isso e merecedor de mto respeito!  e nunca julgue o que voce nao vive.,
2021-03-26,rosamund pike e minha nova religiao.,
2021-03-26,gente?,
2021-03-26,e foda velho..o povo paga a conta e continua  desacreditando ...meu...ossso isso mostra o quanto o marketing negacionista antagonico..se aproveita dos seres humanos q tem q ralar  muito para sobreviver...e nem sequer tem tempo de entender a,
2021-03-26,"sobre o  em tempos de  : talvez o tempo nao va ajudar a confortar as perdas que tivemos, mas e importante para nossa  lembrar o sentido das vivencias que tivemos com as pessoas que se foram...",
2021-03-26,""" presta o ouvido a todos, e a poucos a voz. ouve as censuras dos demais; mas reserva tua propria opiniao. ""     ",
2021-03-27," o cvv - centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias.  numero 188.  ",
2021-03-27,e ai eu ganhei ajuda de muita gente e ai eu escrevi a minha historia pelo email da cvv centro de valorizacao a vida. e ai deu certo e estou melhor.,
2021-03-27,"o auto-cuidado que se esconde atras da imagem: oracao, meditacao, cafe quentinho e todas as estrategia de bem-estar que nos pudermos ter nesse sabado!! faca por voce!    ",
2021-03-27,uma mulher com a juba bem cuidada e a skincare em dia nao quer guerra com ninguem!,
2021-03-27,"se voce nao veio de uma familia emocionalmente saudavel, comece o seu processo de cura para que uma familia emocionalmente saudavel venha de voce!    ",
2021-03-27,"dps d 4 meses nasceu um queloide no piercing, ai eu tirei ele. perdi o piercing, achei dps d 3 dias, arranquei o queloide na unha, cutuquei e reabri o furo c uma agulha e coloquei o piercing no nariz sangrando     ",
2021-03-27,"vamos la! tire essa mascara de felicidade, e mostre sua verdadeira face, cheia de dor, e peca ajuda por favor, nao brinque com sua saude mental, se esta sofrendo peca ajuda. obrigada...     ",
2021-03-27,maratonando  agora que tenho globoplay,
2021-03-27,impactada com final de,
2021-03-27,vale a pena assistir esse  da netflix ou e perca de tempo ?,
2021-03-27,todas as vidas importam!,
2021-03-27,"se voce estiver se sentindo sozinho, precisando de ajuda, de alguem para conversar ou apenas de uma pessoa que te escute, pode me mandar uma mensagem ou se preferir falar com pessoas especializadas entre em contato com o cvv (centro de valorizacao da vida) ligue para 188 ou +",
2021-03-27,saber desistir de uma  situacao e mais dificil e por vezes mais importante do que insistir.  largue mao do que nao te serve.,
2021-03-27,"acabo de assistir  no  .... isso mostra como as relacoes e pessoas sao descartaveis, nessa era que vivemos.",
2021-03-27,"depois de uma otima noite de sono, o dia comeca melhor com musica. ligue um rock n' roll e clareie sua mente.         ",
2021-03-27,"100 reais um ovo da pascoa, e vem o que dentro, vontade de viver? vontade de sair pra se divertir? saude psicologica? faz com que a gente se olhe no espelho e se ache bonita? tratamento para depressao? ein por que se vier eu pago    ",
2021-03-28,"minha saude mental prefere nao saber de nada, mas a minha ansiedade quer saber tudo...    ",
2021-03-28,"cada qual que lave sua roupa intima na mao, na hora do banho. sinceridade, e muita preguica e falta de cuidado deixar pra lavar na maquina, sua roupa intima.   ",
2021-03-28,"alguem pode me matar agora?       ,dia 30      ",
2021-03-28,"sigo aqui reflexivo e colhendo o maior numero de informacoes possivel acercado do fato envolvendo o rapaz pm. uma palavra define: tragico. nao consigo julgar, nao consigo acreditar, ta dificil digerir. saude mental toca no meu ponto mais fraco.    ",
2021-03-28,"sara pedi pra sair, ja que voce nao ta bem  em primeiro lugar  (contem ironia) ",
2021-03-28,eu perdi um amigo e nao e facil te amo david.,
2021-03-28,"voce quer que a vida siga como era antes, mas sera que antes voce estava de fato vivendo,  ou estava meramente existindo?   ",
2021-03-28,seja voce! mesmo que o mundo te ache desequilibrada. ai eu te pergunto: quem e normal?! e o que seria ser normal?!,
2021-03-28,"sou grato a todos que me mandaram mensagem desde ontem; logo, com fe em deus, ficarei bem.  so quero mesmo que a pessoa pare de aparecer na minha vida; toda vez que a cicatriz esta fechando, de repente aparece e volta a jorrar tristeza dentro de mim!   ",
2021-03-28,"a pratica de exercicios fisicos, banho de sol, acompanhamento psicologico, conversa com amigos ou familiares, sao essenciais para nosso bem estar nesse momento.   cuidem de si!      ",
2021-03-28,"    ja vivi isso e eu comecei a questionar minha sanidade muita coisa aconteceu, ate hoje sofro de depressao, ansiedade grave, isso nao e brincadeira gente.  ",
2021-03-28,sofre de ansiedade?,
2021-03-28,"  ligue 188 o cvv - centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio,",
2021-03-28,"eu posso estar totalmente errado, se quiserem dar outra visao fiquem a vontade, mas e isso que eu acredito e e o que eu penso.  sempre ressaltando o cvv - centro de valorizacao da vida, sempre que precisarem liguem 188",
2021-03-28,boa!  bora fazer terapia,
2021-03-29,"gente e muito ruim sentir um vazio, uma melancolia que me consome, me sinto cansada msm depois de dormir por horas , e eu sinto tristeza em coisas simples e e uma tristeza q nao tem um motivo e nem razao, apenas tristeza.     ",
2021-03-29,nos poderiamos ser muito melhores se nao quisessemos ser tao bons. - sigmund freud,
2021-03-29,quer ver minha familia caralho!!!!  quero parar com esse  medo esse topico essa historia,
2021-03-29,"quando voce se compara, voce perde!     ",
2021-03-29,essa semana viverei apenas pra ver chegar aqui e comer horrores o ovo de pascoa que comprei pra mim mesma,
2021-03-29,tudo isso vai passar. mas ainda vai demorar. se cuida!,
2021-03-29,a hastag  e a mais toxica,
2021-03-29," de acordo com a , o  e um dos paises da america latina que apresenta maior propensao a . em 2020, com a , a gestos realizou a gestos realizou mais de 2.300 sessoes remotas de terapia para pessoas vivendo com o /aids.",
2021-03-29,"comecamos a entender a vida, quando percebemos que o descanso se faz necessario durante o progresso. tirar um tempo para voce, para cuidar e pensar em voce, e importante o quanto ser produtivo. pausas tambem sao importantes, desacelere e descanse.    ",
2021-03-29,"  o relato e que pegou o carro e foi para o canteiro e ficou dando tiro pro alto com o fuzil! o desenrolar foi que ele atirou na direcao dos colegas de farda! gente, isso e mais comum na rotina dos policiais do que essa midia sensacionalista reporta!  ",
2021-03-29," se nao foi algo premeditado tem um assunto que nao se pode deixar de dabater. "" saude mental da pm da bahia"". a imagem que foi criada, principalmente em eventos como o carnaval e de sao extremamente violentos.  para todos. aposte nesta abordagem.",
2021-03-29,""" amai, porque nada melhor para a saude que um amor correspondido. vinicius de moraes   ",
2021-03-29,vai com (c)alma!,
2021-03-29,depois desse desgaste com o inep venha fazer um plano de saude comigo e garantir seu psicologo para a proxima edicao do  !!,
2021-03-29,saudade dela,
2021-03-29,"analisar e criticar os participantes do bbb todo mundo gosta, ne? e quanto a si mesmo? quanto tempo voce tem dedicado a refletir sobre seu proprio comportamento?    ",
2021-03-29,uma vida equilibrada envolve: *sono de boa qualidade *estresse reduzido *alimentacao adequada *emocoes positivas  *sensacao de bem-estar #corpomente,
2021-03-29,"ao inves da  falar em ""entrevista de emprego"", poderia falar sobre a  dos  publicos, principalmente da  nesta .",
2021-03-29,"quem sou eu?? - sou essencial, mas desvalorizado e desrespeitado. - sou essencial, mas ja perdi minha saude mental, pois trabalho sem parar, sem ferias, sem folgas, sem feriados...  - sou essencial pois cuido de todos, mas quem cuida de mim?  ",
2021-03-29,"mediante ao ocorrido com o policial, sera que nao ta passando da hora de reaver as politicas publicas??? melhorem, simplismente melhorem!!!      ",
2021-03-29,vou ligar pro centro de valorizacao da vida nao aguento mais,
2021-03-29,cvv - centro de valorizacao da vida. 188,
2021-03-29,"em , um  surta, da tiros para o alto e e abatido pelos proprios colegas quando estes ficaram sem opcao. seria uma grande chance de discutir a  dos agentes de , mas os  ja trataram de transformar o episodio em pura propaganda, ",
2021-03-29,mais uma semana de pandemia e  insuficientes o que voce tem feito pela sua  nesses tempos dificeis?,
2021-03-29,"sem luta, nos estamos perdidos.    ",
2021-03-30,"sabiam que a serie , que ta aparecendo agora no  e roteirizada por uma mana trans, luh mazza?   eu fiz parte do roteiro de um dos episodios. ja viram?",
2021-03-30,esse vt  ta perfeito!      | vai comecar |,
2021-03-30,e essa voz do selton mello?,
2021-03-30,eu amo a serie  da . to amando ouvir da voz do selton mello no,
2021-03-30,gente... se eu for pra terapia com um psicologo como o selton mello eu volto pior e apaixonada!!,
2021-03-30,"- e voce, sarah, tem medo de que? - do lula   ",
2021-03-30,falam que e exagero e que ele e surtado  uau quanta empatia,
2021-03-30,"quando voce finalmente consegue pedir ajuda a sensacao e de um passo gigante dado. depressao nao e apenas se sentir triste, conseguir pedir ajuda e perceber que precisa de ajuda e mais complexo do que parece ",
2021-03-30,"esperando ansiosamente a nova temporada de ! vamos liberar logo, dona  ",
2021-03-30,genial esse vt de  no,
2021-03-30,a voz de selton melo meu deus,
2021-03-30,"o twitter todo chamando o gilberto de exagerado, falando que fez show, teatro e drama porque o cara acabou de ter uma crise de ansiedade :) e lindo depois postar  nas redes sociais sem a menor sensibilidade pra identificar ansiedade",
2021-03-30,esse vt do  bbb21 ficou sensacional.   uauuu!,
2021-03-30,"e agora,ele so deseja q voce venha descobrir mais coisas dele,ele tem mais pra se descobrir, nao como uma religiao ,mas como a pessoa que morreu e ressuscitou em seu lugar! jesus te ama mano      ",
2021-03-30,umas das melhores series da globoplay,
2021-03-30,"gente, eles colocaram  no  eu to amando",
2021-03-30,pq ta aparecendo coisa do centro de valorizacao da vida pra mim?,
2021-03-30,e essa propaganda da amil sobre saude mental?   eu amei.,
2021-03-30,"terminei esse  da netflix.  bem medio, lesbica trambiqueira mexendo com anao mafioso.",
2021-03-30,"o modo como elas se tratam, como se preocupam e cuidam e maravilhoso. esse filme e muito incrivel, morro de odio que elas sejam golpistas de idosos, mas gosto muito mesmo assim.    esta disponivel na , ja assistiu? comente o que achou!",
2021-03-30,eu sou [ deliberadamente ] apaixonada por um anao,
2021-03-30,"fica o recado ai do   : facam terapia! se o jogo do bbb e dificil, imaginem so o jogo da vida!! procurem um psicologo! nos estamos aqui para ouvir, acolher, compreender e jamais julgar. vc nao precisa passar por nada sozinho! ",
2021-03-30," quer que todos entendam o lado dele, mas ele nao entende ninguem? isso nao  e ser hipocrita.   vtzeiro, o golpe esta ai, cai quem quer.  ",
2021-03-30,quem assiste  com o selton mello? delicia!,
2021-03-30,amei a abertura de  hahahahaha,
2021-03-30,podiam colocar  no horario nobre da globo. vamo fazer uma peticao.,
